county,fips,date,total_cases,new_cases,total_confirmed,new_confirmed,total_probable,new_probable,pos_tests,new_pos_tests,neg_tests,new_neg_tests,total_tests,new_tests,new_deaths,total_deaths,new_hospitalized,total_hospitalized,total_deaths_by_dod,new_deaths_by_dod
Davidson,47037,5/3/2020,2948,154,2946,154,2,0,3243,171,26681,1039,29924,1210,0,28,8,305,35,2
Davidson,47037,5/2/2020,2794,43,2792,43,2,0,3072,63,25642,418,28714,481,0,28,5,297,33,1
Davidson,47037,5/1/2020,2751,128,2749,128,2,0,3009,150,25224,1445,28233,1595,0,28,5,292,32,0
Davidson,47037,4/30/2020,2623,48,2621,48,2,0,2859,58,23779,317,26638,375,3,28,7,287,32,2
Davidson,47037,4/29/2020,2575,150,2573,150,2,0,2801,170,23462,1292,26263,1462,0,25,11,280,30,1
Davidson,47037,4/28/2020,2425,42,2423,42,2,0,2631,54,22170,297,24801,351,0,25,8,269,29,1
Davidson,47037,4/27/2020,2383,90,2381,90,2,0,2577,98,21873,782,24450,880,2,25,6,261,28,0
Davidson,47037,4/26/2020,2293,72,2291,72,2,0,2479,85,21091,595,23570,680,1,23,7,255,28,1
Davidson,47037,4/25/2020,2221,64,2219,64,2,0,2394,77,20496,401,22890,478,1,22,10,248,27,1
Davidson,47037,4/24/2020,2157,165,2155,165,2,0,2317,184,20095,1483,22412,1667,0,21,19,238,26,0
Davidson,47037,4/23/2020,1992,38,1990,38,2,0,2133,39,18612,256,20745,295,1,21,5,219,26,3
Davidson,47037,4/22/2020,1954,150,1952,150,2,0,2094,164,18356,1156,20450,1320,0,20,8,214,23,0
Davidson,47037,4/21/2020,1804,45,1802,45,2,0,1930,55,17200,301,19130,356,1,20,4,206,23,0
Davidson,47037,4/20/2020,1759,36,1757,36,2,0,1875,41,16899,1055,18774,1096,0,19,5,202,23,1
Davidson,47037,4/19/2020,1723,100,1721,99,2,1,1834,115,15844,490,17678,605,0,19,3,197,22,0
Davidson,47037,4/18/2020,1623,46,1622,46,1,0,1719,52,15354,503,17073,555,0,19,2,194,22,1
Davidson,47037,4/17/2020,1577,125,1576,125,1,0,1667,133,14851,667,16518,800,0,19,14,192,21,0
Davidson,47037,4/16/2020,1452,44,1451,44,1,0,1534,44,14184,228,15718,272,0,19,3,178,21,2
Davidson,47037,4/15/2020,1408,75,1407,75,1,0,1490,82,13956,453,15446,535,1,19,3,175,19,1
Davidson,47037,4/14/2020,1333,42,1332,42,1,0,1408,51,13503,204,14911,255,2,18,9,172,18,1
Davidson,47037,4/13/2020,1291,58,1290,57,1,1,1357,66,13299,476,14656,542,3,16,8,163,17,2
Davidson,47037,4/12/2020,1233,36,1233,36,0,0,1291,38,12823,335,14114,373,0,13,5,155,15,1
Davidson,47037,4/11/2020,1197,76,1197,76,0,0,1253,80,12488,709,13741,789,0,13,10,150,14,1
Davidson,47037,4/10/2020,1121,28,1121,28,0,0,1173,29,11779,298,12952,327,0,13,4,140,13,0
Davidson,47037,4/9/2020,1093,64,1093,64,0,0,1144,69,11481,505,12625,574,0,13,8,136,13,0
Davidson,47037,4/8/2020,1029,40,1029,40,0,0,1075,48,10976,457,12051,505,4,13,5,128,13,0
Davidson,47037,4/7/2020,989,44,989,44,0,0,1027,45,10519,460,11546,505,2,9,10,123,13,2
Davidson,47037,4/6/2020,945,46,945,46,0,0,982,47,10059,769,11041,816,1,7,7,113,11,1
Davidson,47037,4/5/2020,899,94,899,94,0,0,935,113,9290,1053,10225,1166,0,6,8,106,10,1
Davidson,47037,4/4/2020,805,39,805,39,0,0,822,44,8237,632,9059,676,0,6,4,98,9,1
Davidson,47037,4/3/2020,766,72,766,72,0,0,778,75,7605,498,8383,573,0,6,17,94,8,1
Davidson,47037,4/2/2020,694,43,694,43,0,0,703,45,7107,584,7810,629,2,6,6,77,7,0
Davidson,47037,4/1/2020,651,82,651,82,0,0,658,87,6523,639,7181,726,0,0,10,71,7,2
Davidson,47037,3/31/2020,569,74,569,74,0,0,571,77,5884,619,6455,696,0,0,4,61,5,0
Davidson,47037,3/30/2020,495,105,495,105,0,0,494,106,5265,1152,5759,1258,0,0,9,57,5,1
Davidson,47037,3/29/2020,390,15,390,15,0,0,388,17,4113,47,4501,64,0,0,4,48,4,0
Davidson,47037,3/28/2020,375,54,375,54,0,0,371,51,4066,371,4437,422,0,0,15,44,4,1
Davidson,47037,3/27/2020,321,49,321,49,0,0,320,55,3695,418,4015,473,0,0,6,29,3,0
Davidson,47037,3/26/2020,272,26,272,26,0,0,265,27,3277,355,3542,382,0,0,2,23,3,2
Davidson,47037,3/25/2020,246,25,246,25,0,0,238,25,2922,228,3160,253,0,0,3,21,1,0
Davidson,47037,3/24/2020,221,8,221,8,0,0,213,9,2694,133,2907,142,0,0,1,18,1,0
Davidson,47037,3/23/2020,213,25,213,25,0,0,204,22,2561,229,2765,251,0,0,2,17,1,0
Davidson,47037,3/22/2020,188,40,188,40,0,0,182,35,2332,297,2514,332,0,0,5,15,1,0
Davidson,47037,3/21/2020,148,55,148,55,0,0,147,31,2035,433,2182,464,0,0,4,10,1,0
Davidson,47037,3/20/2020,93,88,93,88,0,0,116,22,1602,327,1718,349,0,0,5,6,1,1
Davidson,47037,3/19/2020,5,3,5,3,0,0,94,33,1275,293,1369,326,0,0,1,1,0,0
Davidson,47037,3/18/2020,2,1,2,1,0,0,61,17,982,223,1043,240,0,0,0,0,0,0
Davidson,47037,3/17/2020,1,1,1,1,0,0,44,32,759,581,803,613,0,0,0,0,0,0
Davidson,47037,3/16/2020,0,0,0,0,0,0,12,0,178,44,190,44,0,0,0,0,0,0
Davidson,47037,3/15/2020,0,0,0,0,0,0,12,0,134,5,146,5,0,0,0,0,0,0
Davidson,47037,3/14/2020,0,0,0,0,0,0,12,12,129,118,141,130,0,0,0,0,0,0
Davidson,47037,3/13/2020,0,0,0,0,0,0,0,0,11,6,11,6,0,0,0,0,0,0
Davidson,47037,3/12/2020,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0
